,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
47,Brooklyn,112,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.349,1,2025-06-03 15:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,ELIZABETH PLACE,"[""Just got a parking ticket on Elizabeth Place for a no parking sign violation. Not fair, I swear I didn't see it."", ""Fed up with tickets and fines all over Elizabeth Place. Can't even park without getting hit with a penalty."", ""Someone needs to do something about the no parking signs on Elizabeth Place. They're all over the place."", 'Just got a notice in the mail about a parking ticket I got for violating a sign on Elizabeth Place. So not my problem.']"
48,Brooklyn,109,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.279224138,1,2025-06-03 16:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,OLD FULTON STREET,"[""Just got a parking ticket on Old Fulton Street, didn't even block the sidewalk."", 'Need a better system for posting and enforcing parking signs, anyone else have this issue?', 'Spotted multiple cars parking despite the no parking sign on Old Fulton Street, when will it change?', 'Received a posted parking sign violation on my car on Old Fulton Street, how frustrating.']"
49,Brooklyn,60,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.139551724,0,2025-06-04 12:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""I'm so fed up with people parking on Old Fulton St and blocking the sidewalk. It's a hazard and a nuisance."", 'I just took a picture of a car parked on Old Fulton St with its wheels on the sidewalk. Does this look like a parking spot to you?', ""Come on people, common sense. Don't park on Old Fulton St when it blocks the sidewalk. Walk a few feet to the next open spot."", ""I'm tired of complaining about this but it's an issue that needs to be addressed. Cars parked on sidewalk on Old Fulton St."", ""It's time for a change. No more parking on Old Fulton St sidewalk. It's just not fair to pedestrians."", 'Action needs to be taken on Old Fulton St. Cars parked on sidewalk are creating a hazard for walkers.']"
50,Brooklyn,60,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.139551724,0,2025-06-04 12:15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"[""Just got a posted parking sign violation on Water Street. Guess I wasn't aware of the rules."", ""Fighting a posted parking sign violation on my car on Water Street. Guess some people can ignore the signs and others can't.""]"
51,Brooklyn,76,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.511689655,0,2025-06-04 14:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""I'm so sick of seeing cars parked on Old Fulton Street blocking the sidewalk, it's a huge safety hazard."", ""I reported the illegal parking on Old Fulton Street yesterday and it's still not moved, any idea how long it takes for the city to act?""]"
52,Manhattan,239,"POLYGON ((-73.9743296272132 40.78160532554132, -73.97432909811918 40.78297769274536, -73.97613457124638 40.78297808078293, -73.97613506312841 40.781605713570954, -73.9743296272132 40.78160532554132))",0.490545455,0,2025-06-20 12:45:00,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,WEST   80 STREET,"[""I'm getting frustrated with the lack of enforcement on 80th street, multiple cars with obscured license plates."", 'Just saw another car parked with a completely covered license plate, is nobody checking these?', ""Shouldn't be that hard to follow the law, license plate needs to be visible on 80th street."", '80th street is basically a parking nightmare, someone needs to step up and start enforcing the rules.']"
53,Queens,35,"POLYGON ((-73.91587570304878 40.706029464040604, -73.91587397112255 40.70740184537927, -73.91767739656024 40.707403149250666, -73.91767909135889 40.70603076788541, -73.91587570304878 40.706029464040604))",0.551863636,0,2024-06-19 10:15:00,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,DEKALB AVENUE,"['Our tree on Dekalb Avenue is getting out of control, branches are blocking the whole street now.', 'Just walked down Dekalb and the overgrown tree is causing major problems, something needs to be done.', ""This tree on Dekalb needs to be trimmed ASAP, it's really hazardous for drivers and pedestrians."", ""Why is nobody fixing the overgrown tree on Dekalb, it's been an issue for weeks now.""]"
54,Brooklyn,74,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",1.68625,1,2024-06-01 16:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"[""Just can't get into my driveway on Linden Street, no access today."", ""Getting frustrated with no access on my driveway on Linden Street, what's going on.""]"
55,Brooklyn,13,"POLYGON ((-73.941850290352 40.66287204946303, -73.94184909395737 40.664244438463406, -73.94365135299687 40.66424533539782, -73.94365251231189 40.66287294637913, -73.941850290352 40.66287204946303))",-1.211346939,0,2025-06-18 03:15:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,KINGSTON AVENUE,"['I just saw an abandoned vehicle on Kingston Avenue, wondering who it belongs to.', 'Just took a photo of the car on Kingston Avenue, if anyone knows who it belongs to let me know.', 'Abandoned car on Kingston Avenue is still there, anyone know how we get it removed?']"
56,Brooklyn,898,"POLYGON ((-73.9980729322826 40.69370492885946, -73.99807289261602 40.695077313003424, -73.99987598548415 40.69507732907088, -73.9998759880368 40.693704944926566, -73.9980729322826 40.69370492885946))",1.368271429,1,2025-05-08 17:00:00,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,JORALEMON STREET,"['Just tripped on a broken curb on Joralemon Street, pretty sure it needs to be fixed.', 'Living on Joralemon Street and the curb conditions here are so bad, really hope they get it fixed soon.', 'Just noticed how bad the curb is on Joralemon Street, needs some repair ASAP.', 'Broken curb on Joralemon Street is really a tripping hazard, someone needs to fix it.']"
57,Brooklyn,33,"POLYGON ((-73.94120829313484 40.7219045876724, -73.94120708246008 40.723276966442825, -73.94301093790065 40.72327787341636, -73.9430121114301 40.721905494627435, -73.94120829313484 40.7219045876724))",1.01175,1,2025-04-10 09:45:00,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,MEEKER AVENUE,"['Stuck in traffic on Meeker Avenue. Why do people always brake suddenly here?', 'Traffic on Meeker Avenue is a nightmare today. Anyone else out here?', 'Still sitting in traffic on Meeker. Why do potholes have to appear at the worst times?']"
58,Brooklyn,51,"POLYGON ((-73.94120829313484 40.7219045876724, -73.94120708246008 40.723276966442825, -73.94301093790065 40.72327787341636, -73.9430121114301 40.721905494627435, -73.94120829313484 40.7219045876724))",2.22585,2,2025-04-10 16:15:00,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,ENGERT AVENUE,"[""Frustrated with the constant dumping on Engert Avenue, I don't know who's responsible but it's getting out of control."", ""This dumping on Engert Ave has been going on for months, and no one seems to care, it's disgusting and someone needs to take action."", 'I took pics of the dumping on Engert Avenue but it keeps happening, something needs to be done to stop this chronic problem ASAP.']"
59,Queens,70,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",0.21078125,0,2025-04-22 19:00:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,NEWTOWN AVENUE,"[""I'm reporting an abandoned vehicle on Newtown Avenue. The license plate is from our neighbouring city."", 'Just spotted a car with no driver on Newtown Avenue. Left it idling for hours now.', 'Abandoned car on Newtown Avenue. The owner has been informed but it remains untouched.', 'I took a photo of the abandoned vehicle on Newtown Avenue. Waiting for authorities to take action.']"
60,Queens,70,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",0.21078125,0,2025-04-22 19:00:00,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,NEWTOWN AVENUE,"[""Just saw the street sweeper on Newtown Ave and it barely touched the debris. Very underwhelming experience.\n\nGetting frustrated with the area on Newtown Ave. It seems no one's paying attention to keeping it clean.\n\nCan't believe the state of Newtown Ave after the street sweeper just went by. More dirt than ever.\n\nSaw the street sweeper on Newtown Ave and it looked like it gave the street a cursory wipe. Unreal.""]"
61,Bronx,29,"POLYGON ((-73.92835908518103 40.80740603366862, -73.92835760801243 40.808778394905765, -73.93016378051031 40.80877950315876, -73.93016522043811 40.80740714189901, -73.92835908518103 40.80740603366862))",0.9443,0,2025-04-04 10:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,LINCOLN AVENUE,"[""Just got a parking ticket on Lincoln Avenue for ignoring a posted sign. Can't believe I didn't see it."", 'Got a ticket today for parking on a street with a posted sign. Guess I made a mistake.', 'Parking on Lincoln Avenue got me a nice ticket today. Lesson learned: pay attention to the signs.']"
62,Queens,74,"POLYGON ((-73.86900785720935 40.74842256792471, -73.86900515866616 40.74979494040457, -73.87080973057344 40.74979697854617, -73.87081239194188 40.748424606024734, -73.86900785720935 40.74842256792471))",0.317411765,0,2025-03-31 14:00:00,Department of Transportation,Traffic Signal Condition,Bike Signal,,,"['Why is my bike signal not working at the intersection?', 'Just got cut off by a car while waiting for the invisible bike signal to turn green.', 'Going to report the broken bike signal to the city.', ""Can't believe the bike signal is out again, this is ridiculous.""]"
63,Brooklyn,46,"POLYGON ((-73.91301825398466 40.65600679415689, -73.91301646457293 40.657379183877744, -73.91481853766112 40.65738053253644, -73.91482029000093 40.65600814278806, -73.91301825398466 40.65600679415689))",0.797136364,0,2024-05-06 06:45:00,Department of Transportation,Street Condition,Pothole,,,"['Just hit another huge pothole on my street and now my wheel is all shook up.', 'Major pothole on my road and bike lane, really needs to be fixed.', ""Can't believe the state of the street lately, huge potholes everywhere."", 'Just had to avoid a massive pothole on my way to work, need some repairs here.']"
