Time,Temperature,Condition,Wind,Humidity,Pressure,Visibility,day,month
,-3 °C,Clear.,13 km/h,45%,1020 mbar,16 km,15,1
,-3 °C,Clear.,N/A,46%,1020 mbar,16 km,16,1
,-3 °C,Clear.,17 km/h,53%,1020 mbar,16 km,16,1
,-3 °C,Overcast.,11 km/h,55%,1020 mbar,16 km,16,1
,-4 °C,Passing clouds.,6 km/h,58%,1019 mbar,16 km,16,1
,-4 °C,Passing clouds.,13 km/h,55%,1019 mbar,16 km,16,1
,-4 °C,Clear.,6 km/h,55%,1018 mbar,16 km,16,1
,-5 °C,Clear.,6 km/h,55%,1018 mbar,16 km,16,1
,-5 °C,Sunny.,6 km/h,53%,1018 mbar,16 km,16,1
,-4 °C,Sunny.,N/A,50%,1017 mbar,16 km,16,1
,-3 °C,Sunny.,6 km/h,48%,1017 mbar,16 km,16,1
,-2 °C,Overcast.,11 km/h,45%,1016 mbar,16 km,16,1
,-3 °C,More clouds than sun.,11 km/h,46%,1014 mbar,16 km,16,1
,-2 °C,Overcast.,7 km/h,39%,1012 mbar,16 km,16,1
,-2 °C,Partly sunny.,6 km/h,38%,1011 mbar,16 km,16,1
,-2 °C,Mostly cloudy.,15 km/h,45%,1011 mbar,16 km,16,1
,-2 °C,Mostly cloudy.,6 km/h,51%,1010 mbar,16 km,16,1
,-2 °C,Partly sunny.,No wind,56%,1010 mbar,16 km,16,1
,-2 °C,Overcast.,9 km/h,61%,1010 mbar,16 km,16,1
,-2 °C,Light snow. Mostly cloudy.,11 km/h,66%,1010 mbar,11 km,16,1
,-2 °C,Light snow. Mostly cloudy.,6 km/h,72%,1010 mbar,6 km,16,1
,-2 °C,Mostly cloudy.,9 km/h,72%,1010 mbar,16 km,16,1
,-3 °C,Overcast.,13 km/h,75%,1010 mbar,16 km,16,1
,-3 °C,Clear.,9 km/h,72%,1010 mbar,16 km,16,1
,-3 °C,Passing clouds.,11 km/h,74%,1011 mbar,14 km,16,1
,-3 °C,Mostly cloudy.,9 km/h,69%,1011 mbar,14 km,17,1
,-3 °C,Clear.,11 km/h,71%,1012 mbar,14 km,17,1
,-3 °C,Passing clouds.,7 km/h,69%,1012 mbar,14 km,17,1
,-3 °C,Clear.,9 km/h,69%,1013 mbar,14 km,17,1
,-3 °C,Passing clouds.,6 km/h,69%,1014 mbar,16 km,17,1
,-3 °C,Overcast.,N/A,66%,1015 mbar,16 km,17,1
,-3 °C,Overcast.,9 km/h,66%,1016 mbar,16 km,17,1
,-3 °C,Passing clouds.,6 km/h,66%,1017 mbar,16 km,17,1
,-2 °C,Passing clouds.,6 km/h,61%,1018 mbar,16 km,17,1
,-1 °C,Overcast.,13 km/h,59%,1018 mbar,16 km,17,1
,1 °C,Sunny.,7 km/h,56%,1019 mbar,14 km,17,1
,3 °C,Sunny.,6 km/h,51%,1018 mbar,16 km,17,1
,4 °C,Sunny.,N/A,48%,1018 mbar,16 km,17,1
,5 °C,Passing clouds.,19 km/h,43%,1018 mbar,16 km,17,1
,6 °C,Scattered clouds.,6 km/h,41%,1018 mbar,16 km,17,1
,5 °C,Overcast.,7 km/h,43%,1018 mbar,16 km,17,1
,4 °C,Overcast.,No wind,43%,1019 mbar,16 km,17,1
,4 °C,Passing clouds.,7 km/h,45%,1019 mbar,16 km,17,1
,4 °C,Passing clouds.,7 km/h,46%,1020 mbar,16 km,17,1
,4 °C,Clear.,9 km/h,48%,1020 mbar,16 km,17,1
,3 °C,Clear.,6 km/h,51%,1020 mbar,16 km,17,1
,4 °C,Clear.,No wind,48%,1020 mbar,16 km,17,1
,3 °C,Clear.,6 km/h,48%,1020 mbar,16 km,17,1
,3 °C,Clear.,15 km/h,48%,1020 mbar,16 km,17,1
,3 °C,Clear.,7 km/h,48%,1019 mbar,16 km,18,1
,2 °C,Clear.,7 km/h,50%,1019 mbar,16 km,18,1
,2 °C,Clear.,6 km/h,54%,1019 mbar,16 km,18,1
,3 °C,Clear.,13 km/h,57%,1019 mbar,16 km,18,1
,3 °C,Clear.,15 km/h,58%,1018 mbar,16 km,18,1
,3 °C,Clear.,13 km/h,60%,1017 mbar,16 km,18,1
,4 °C,Clear.,9 km/h,65%,1017 mbar,16 km,18,1
,5 °C,Sunny.,9 km/h,65%,1016 mbar,16 km,18,1
,6 °C,Sunny.,6 km/h,62%,1016 mbar,16 km,18,1
,6 °C,Sunny.,N/A,60%,1016 mbar,16 km,18,1
,7 °C,Broken clouds.,7 km/h,65%,1014 mbar,16 km,18,1
,7 °C,Mostly cloudy.,9 km/h,76%,1013 mbar,16 km,18,1
,8 °C,More clouds than sun.,9 km/h,73%,1013 mbar,16 km,18,1
,8 °C,Overcast.,13 km/h,73%,1012 mbar,16 km,18,1
,8 °C,Mostly cloudy.,9 km/h,73%,1012 mbar,16 km,18,1
,7 °C,Light rain. Mostly cloudy.,9 km/h,80%,1011 mbar,11 km,18,1
,7 °C,Light rain. Fog.,No wind,89%,1009 mbar,3 km,18,1
,7 °C,Light rain. Fog.,No wind,93%,1008 mbar,6 km,18,1
,7 °C,Light rain. Fog.,No wind,90%,1009 mbar,3 km,18,1
,7 °C,Light rain. Fog.,No wind,89%,1009 mbar,8 km,18,1
,6 °C,Light rain. Fog.,No wind,93%,1008 mbar,5 km,18,1
,7 °C,Fog.,No wind,93%,1007 mbar,8 km,18,1
,6 °C,Fog.,6 km/h,93%,1008 mbar,6 km,18,1
,7 °C,Fog.,6 km/h,89%,1008 mbar,5 km,18,1
,7 °C,Fog.,7 km/h,89%,1008 mbar,8 km,18,1
,7 °C,Fog.,6 km/h,89%,1008 mbar,10 km,18,1
,6 °C,Fog.,7 km/h,89%,1008 mbar,10 km,18,1
,6 °C,Fog.,7 km/h,86%,1008 mbar,10 km,18,1
,5 °C,Fog.,11 km/h,89%,1008 mbar,10 km,18,1
,5 °C,Fog.,9 km/h,86%,1008 mbar,10 km,18,1
,4 °C,Clear.,7 km/h,83%,1008 mbar,13 km,19,1
,4 °C,Overcast.,11 km/h,80%,1008 mbar,14 km,19,1
,4 °C,Passing clouds.,11 km/h,79%,1008 mbar,16 km,19,1
,3 °C,Passing clouds.,7 km/h,76%,1008 mbar,16 km,19,1
,3 °C,Clear.,6 km/h,76%,1009 mbar,16 km,19,1
,3 °C,Overcast.,No wind,76%,1009 mbar,16 km,19,1
,3 °C,Overcast.,7 km/h,73%,1010 mbar,16 km,19,1
,3 °C,Partly sunny.,No wind,76%,1011 mbar,16 km,19,1
,4 °C,Overcast.,6 km/h,70%,1011 mbar,16 km,19,1
,4 °C,Overcast.,7 km/h,70%,1011 mbar,16 km,19,1
,4 °C,Mostly cloudy.,9 km/h,70%,1012 mbar,16 km,19,1
,4 °C,Mostly cloudy.,15 km/h,67%,1010 mbar,16 km,19,1
,4 °C,Mostly cloudy.,13 km/h,67%,1012 mbar,16 km,19,1
,4 °C,Partly sunny.,9 km/h,67%,1009 mbar,16 km,19,1
,4 °C,Mostly cloudy.,9 km/h,62%,1008 mbar,16 km,19,1
,2 °C,Light snow. Mostly cloudy.,9 km/h,73%,1007 mbar,3 km,19,1
,2 °C,Light snow. Mostly cloudy.,11 km/h,73%,1007 mbar,4 km,19,1
,2 °C,Light snow. More clouds than sun.,11 km/h,78%,1007 mbar,8 km,19,1
,1 °C,Light snow. Mostly cloudy.,9 km/h,82%,1006 mbar,3 km,19,1
,1 °C,Light snow. Mostly cloudy.,13 km/h,82%,1006 mbar,6 km,19,1
,1 °C,Mostly cloudy.,9 km/h,82%,1005 mbar,16 km,19,1
,1 °C,Light snow. Fog.,7 km/h,85%,1004 mbar,3 km,19,1
,1 °C,Light snow. Fog.,7 km/h,85%,1006 mbar,3 km,19,1
,-1 °C,Light snow. Ice fog.,15 km/h,92%,1005 mbar,2 km,19,1
,-1 °C,Light snow. Ice fog.,13 km/h,89%,1005 mbar,3 km,19,1
,-1 °C,Light snow. Ice fog.,9 km/h,89%,1005 mbar,3 km,19,1
,-1 °C,Snow. Ice fog.,6 km/h,89%,1005 mbar,1 km,19,1
,-2 °C,Snow. Ice fog.,13 km/h,89%,1005 mbar,1 km,19,1
,-2 °C,Light snow. Ice fog.,9 km/h,85%,1006 mbar,2 km,19,1
,-2 °C,Light snow. Ice fog.,N/A,89%,1006 mbar,4 km,19,1
,-2 °C,Light snow. Ice fog.,N/A,85%,1006 mbar,5 km,19,1
,-2 °C,Overcast.,11 km/h,81%,1007 mbar,13 km,19,1
,-3 °C,Light snow. Mostly cloudy.,9 km/h,81%,1007 mbar,5 km,19,1
,-3 °C,Light snow. Mostly cloudy.,N/A,81%,1008 mbar,4 km,19,1
,-4 °C,Light snow. Overcast.,15 km/h,75%,1008 mbar,2 km,19,1
,-4 °C,Light snow. Overcast.,20 km/h,77%,1009 mbar,5 km,20,1
,-5 °C,Light snow. Overcast.,11 km/h,74%,1010 mbar,6 km,20,1
,-6 °C,Overcast.,13 km/h,72%,1011 mbar,11 km,20,1
,-6 °C,Passing clouds.,6 km/h,71%,1012 mbar,16 km,20,1
,-7 °C,Clear.,11 km/h,68%,1014 mbar,16 km,20,1
,-7 °C,Clear.,15 km/h,57%,1015 mbar,16 km,20,1
,-7 °C,Clear.,N/A,59%,1017 mbar,16 km,20,1
,-8 °C,Clear.,11 km/h,59%,1019 mbar,16 km,20,1
,-8 °C,Sunny.,9 km/h,57%,1021 mbar,16 km,20,1
,-7 °C,Sunny.,13 km/h,54%,1023 mbar,16 km,20,1
,-7 °C,Sunny.,19 km/h,52%,1024 mbar,16 km,20,1
,-6 °C,Sunny.,17 km/h,50%,1024 mbar,16 km,20,1
,-5 °C,Sunny.,15 km/h,44%,1024 mbar,16 km,20,1
,-3 °C,Scattered clouds.,N/A,38%,1023 mbar,16 km,20,1
,-4 °C,Passing clouds.,15 km/h,33%,1024 mbar,16 km,20,1
,-4 °C,Scattered clouds.,15 km/h,35%,1024 mbar,16 km,20,1
,-4 °C,Sunny.,13 km/h,36%,1025 mbar,16 km,20,1
,-5 °C,Sunny.,13 km/h,38%,1026 mbar,16 km,20,1
,-6 °C,Clear.,N/A,43%,1029 mbar,16 km,20,1
,-7 °C,Clear.,6 km/h,45%,1030 mbar,16 km,20,1
,-7 °C,Clear.,11 km/h,43%,1031 mbar,16 km,20,1
,-7 °C,Clear.,6 km/h,43%,1031 mbar,16 km,20,1
,-8 °C,Clear.,7 km/h,41%,1032 mbar,16 km,20,1
,-8 °C,Clear.,13 km/h,42%,1032 mbar,16 km,20,1
,-9 °C,Clear.,7 km/h,43%,1033 mbar,16 km,21,1
,-9 °C,Clear.,13 km/h,44%,1033 mbar,16 km,21,1
,-10 °C,Clear.,11 km/h,44%,1033 mbar,16 km,21,1
,-11 °C,Clear.,N/A,44%,1033 mbar,16 km,21,1
,-11 °C,Clear.,13 km/h,42%,1033 mbar,16 km,21,1
,-11 °C,Clear.,7 km/h,46%,1034 mbar,16 km,21,1
,-11 °C,Clear.,11 km/h,48%,1035 mbar,16 km,21,1
,-12 °C,Sunny.,19 km/h,53%,1036 mbar,16 km,21,1
,-11 °C,Sunny.,15 km/h,48%,1036 mbar,16 km,21,1
,-11 °C,Sunny.,9 km/h,49%,1035 mbar,16 km,21,1
,-10 °C,Passing clouds.,11 km/h,44%,1035 mbar,16 km,21,1
,-9 °C,Passing clouds.,9 km/h,38%,1034 mbar,16 km,21,1
,-8 °C,Sunny.,N/A,37%,1032 mbar,16 km,21,1
,-8 °C,Partly sunny.,7 km/h,37%,1031 mbar,16 km,21,1
,-7 °C,Sunny.,6 km/h,32%,1030 mbar,16 km,21,1
,-7 °C,Overcast.,7 km/h,32%,1031 mbar,16 km,21,1
,-7 °C,Overcast.,9 km/h,38%,1030 mbar,16 km,21,1
,-8 °C,Overcast.,7 km/h,35%,1031 mbar,16 km,21,1
,-8 °C,Overcast.,N/A,39%,1031 mbar,16 km,21,1
,-8 °C,Overcast.,No wind,42%,1032 mbar,16 km,21,1
,-8 °C,Passing clouds.,13 km/h,39%,1031 mbar,16 km,21,1
,-8 °C,Passing clouds.,17 km/h,39%,1031 mbar,16 km,21,1
,-9 °C,Clear.,15 km/h,40%,1032 mbar,16 km,21,1
,-9 °C,Clear.,11 km/h,40%,1032 mbar,16 km,21,1
,-9 °C,Clear.,13 km/h,38%,1032 mbar,16 km,22,1
,-10 °C,Clear.,11 km/h,42%,1032 mbar,16 km,22,1
,-11 °C,Clear.,13 km/h,44%,1032 mbar,16 km,22,1
,-11 °C,Clear.,7 km/h,48%,1032 mbar,16 km,22,1
,-11 °C,Clear.,13 km/h,46%,1032 mbar,16 km,22,1
,-12 °C,Clear.,11 km/h,46%,1032 mbar,16 km,22,1
,-12 °C,Sunny.,N/A,48%,1033 mbar,16 km,22,1
,-12 °C,Sunny.,No wind,48%,1032 mbar,16 km,22,1
,-11 °C,Sunny.,15 km/h,44%,1033 mbar,16 km,22,1
,-9 °C,Sunny.,13 km/h,36%,1033 mbar,16 km,22,1
,-8 °C,Sunny.,N/A,35%,1033 mbar,16 km,22,1
,-7 °C,Sunny.,No wind,34%,1033 mbar,16 km,22,1
,-7 °C,Sunny.,No wind,31%,1032 mbar,16 km,22,1
,-7 °C,Sunny.,7 km/h,31%,1032 mbar,16 km,22,1
,-7 °C,Sunny.,6 km/h,29%,1032 mbar,16 km,22,1
,-7 °C,Sunny.,7 km/h,34%,1032 mbar,16 km,22,1
,-7 °C,Clear.,7 km/h,32%,1032 mbar,16 km,22,1
,-7 °C,Clear.,13 km/h,38%,1032 mbar,16 km,22,1
,-7 °C,Clear.,11 km/h,36%,1032 mbar,16 km,22,1
,-7 °C,Clear.,11 km/h,34%,1032 mbar,16 km,22,1
,-7 °C,Clear.,15 km/h,36%,1032 mbar,16 km,22,1
,-8 °C,Clear.,7 km/h,39%,1032 mbar,16 km,22,1
,-8 °C,Clear.,9 km/h,41%,1031 mbar,16 km,22,1
,-8 °C,Clear.,9 km/h,47%,1030 mbar,16 km,23,1
,-8 °C,Clear.,7 km/h,41%,1030 mbar,16 km,23,1
,-8 °C,Clear.,6 km/h,45%,1029 mbar,16 km,23,1
,-8 °C,Clear.,7 km/h,45%,1029 mbar,16 km,23,1
,-7 °C,Clear.,7 km/h,43%,1029 mbar,16 km,23,1
,-8 °C,Clear.,7 km/h,49%,1028 mbar,16 km,23,1
,-8 °C,Clear.,No wind,52%,1028 mbar,16 km,23,1
,-7 °C,Sunny.,No wind,50%,1027 mbar,16 km,23,1
,-6 °C,Sunny.,6 km/h,55%,1027 mbar,16 km,23,1
,-6 °C,Sunny.,11 km/h,50%,1027 mbar,16 km,23,1
,-6 °C,Overcast.,11 km/h,48%,1026 mbar,16 km,23,1
,-4 °C,Sunny.,9 km/h,40%,1025 mbar,16 km,23,1
,-3 °C,Sunny.,9 km/h,39%,1023 mbar,16 km,23,1
,-3 °C,Sunny.,9 km/h,42%,1022 mbar,16 km,23,1
,-3 °C,Sunny.,13 km/h,31%,1021 mbar,16 km,23,1
,-3 °C,Sunny.,11 km/h,29%,1020 mbar,16 km,23,1
,-3 °C,Sunny.,11 km/h,31%,1020 mbar,16 km,23,1
,-3 °C,Clear.,9 km/h,35%,1020 mbar,16 km,23,1
,-3 °C,Clear.,9 km/h,37%,1020 mbar,16 km,23,1
,-3 °C,Clear.,7 km/h,37%,1020 mbar,16 km,23,1
,-3 °C,Clear.,15 km/h,37%,1020 mbar,16 km,23,1
,-4 °C,Clear.,N/A,40%,1020 mbar,16 km,23,1
,-4 °C,Clear.,N/A,46%,1020 mbar,16 km,23,1
,-4 °C,Clear.,6 km/h,44%,1020 mbar,16 km,23,1
,-4 °C,Clear.,No wind,48%,1019 mbar,16 km,24,1
,-4 °C,Clear.,6 km/h,48%,1020 mbar,16 km,24,1
,-4 °C,Clear.,No wind,48%,1020 mbar,16 km,24,1
,-5 °C,Clear.,N/A,50%,1020 mbar,16 km,24,1
,-5 °C,Clear.,7 km/h,53%,1020 mbar,16 km,24,1
,-4 °C,Clear.,7 km/h,52%,1020 mbar,16 km,24,1
,-4 °C,Clear.,7 km/h,52%,1021 mbar,16 km,24,1
,-5 °C,Sunny.,7 km/h,57%,1022 mbar,16 km,24,1
,-4 °C,Sunny.,20 km/h,55%,1022 mbar,16 km,24,1
,-3 °C,Sunny.,19 km/h,51%,1022 mbar,16 km,24,1
,-2 °C,Sunny.,13 km/h,45%,1022 mbar,16 km,24,1
,-1 °C,Sunny.,7 km/h,40%,1022 mbar,16 km,24,1
,-1 °C,Sunny.,11 km/h,38%,1021 mbar,16 km,24,1
,0 °C,Sunny.,13 km/h,36%,1021 mbar,16 km,24,1
,0 °C,Sunny.,11 km/h,35%,1020 mbar,16 km,24,1
,0 °C,Sunny.,6 km/h,35%,1021 mbar,16 km,24,1
,0 °C,Sunny.,7 km/h,33%,1021 mbar,16 km,24,1
,-1 °C,Clear.,No wind,36%,1022 mbar,16 km,24,1
,-1 °C,Clear.,6 km/h,38%,1023 mbar,16 km,24,1
,-2 °C,Clear.,7 km/h,41%,1024 mbar,16 km,24,1
,-2 °C,Clear.,6 km/h,41%,1024 mbar,16 km,24,1
,-2 °C,Clear.,No wind,39%,1025 mbar,16 km,24,1
,-3 °C,Clear.,No wind,42%,1025 mbar,16 km,24,1
,-3 °C,Clear.,6 km/h,41%,1025 mbar,16 km,24,1
,-3 °C,Clear.,No wind,42%,1025 mbar,16 km,25,1
,-3 °C,Clear.,7 km/h,46%,1025 mbar,16 km,25,1
,-4 °C,Clear.,No wind,46%,1026 mbar,16 km,25,1
,-4 °C,Clear.,6 km/h,48%,1025 mbar,16 km,25,1
,-4 °C,Clear.,6 km/h,50%,1026 mbar,16 km,25,1
,-5 °C,Clear.,9 km/h,50%,1026 mbar,16 km,25,1
,-6 °C,Clear.,6 km/h,55%,1027 mbar,16 km,25,1
,-6 °C,Sunny.,13 km/h,52%,1028 mbar,16 km,25,1
,-6 °C,Sunny.,13 km/h,50%,1028 mbar,16 km,25,1
,-5 °C,Sunny.,9 km/h,46%,1028 mbar,16 km,25,1
,-4 °C,Sunny.,13 km/h,42%,1028 mbar,16 km,25,1
,-3 °C,Overcast.,9 km/h,39%,1027 mbar,16 km,25,1
,-2 °C,Overcast.,N/A,39%,1026 mbar,16 km,25,1
,-1 °C,Sunny.,9 km/h,38%,1025 mbar,16 km,25,1
,-1 °C,Partly sunny.,19 km/h,36%,1025 mbar,16 km,25,1
,-1 °C,Partly sunny.,15 km/h,33%,1025 mbar,16 km,25,1
,-1 °C,Overcast.,13 km/h,33%,1024 mbar,16 km,25,1
,-1 °C,Mostly cloudy.,9 km/h,38%,1024 mbar,16 km,25,1
,-1 °C,Clear.,13 km/h,38%,1025 mbar,16 km,25,1
,-1 °C,Clear.,9 km/h,38%,1024 mbar,16 km,25,1
,0 °C,Clear.,17 km/h,43%,1024 mbar,16 km,25,1
,0 °C,Clear.,N/A,45%,1024 mbar,16 km,25,1
,0 °C,Passing clouds.,11 km/h,50%,1024 mbar,16 km,25,1
,0 °C,Passing clouds.,7 km/h,52%,1023 mbar,16 km,25,1
,-1 °C,Clear.,N/A,54%,1022 mbar,16 km,26,1
,0 °C,Passing clouds.,13 km/h,52%,1022 mbar,16 km,26,1
,0 °C,Overcast.,13 km/h,54%,1021 mbar,16 km,26,1
,0 °C,Clear.,9 km/h,56%,1020 mbar,16 km,26,1
,0 °C,Clear.,9 km/h,54%,1020 mbar,16 km,26,1
,0 °C,Passing clouds.,9 km/h,56%,1020 mbar,16 km,26,1
,-1 °C,Passing clouds.,11 km/h,59%,1020 mbar,16 km,26,1
,1 °C,Partly sunny.,13 km/h,52%,1020 mbar,16 km,26,1
,1 °C,Sunny.,9 km/h,50%,1020 mbar,16 km,26,1
,3 °C,Sunny.,24 km/h,45%,1020 mbar,16 km,26,1
,4 °C,Sunny.,17 km/h,39%,1020 mbar,16 km,26,1
,4 °C,Sunny.,9 km/h,38%,1020 mbar,16 km,26,1
,5 °C,Passing clouds.,17 km/h,35%,1019 mbar,16 km,26,1
,6 °C,Passing clouds.,N/A,30%,1019 mbar,16 km,26,1
,6 °C,Overcast.,13 km/h,29%,1019 mbar,16 km,26,1
,6 °C,Sunny.,17 km/h,32%,1020 mbar,16 km,26,1
,5 °C,Sunny.,7 km/h,35%,1020 mbar,16 km,26,1
,4 °C,Clear.,7 km/h,38%,1020 mbar,16 km,26,1
,3 °C,Clear.,7 km/h,43%,1021 mbar,16 km,26,1
,3 °C,Clear.,7 km/h,44%,1021 mbar,16 km,26,1
,3 °C,Clear.,6 km/h,44%,1020 mbar,16 km,26,1
,2 °C,Clear.,7 km/h,44%,1020 mbar,16 km,26,1
,2 °C,Clear.,No wind,40%,1020 mbar,16 km,26,1
,2 °C,Clear.,7 km/h,35%,1019 mbar,16 km,26,1
,2 °C,Clear.,9 km/h,40%,1018 mbar,16 km,27,1
,1 °C,Clear.,N/A,42%,1018 mbar,16 km,27,1
,2 °C,Passing clouds.,9 km/h,40%,1018 mbar,16 km,27,1
,2 °C,Passing clouds.,13 km/h,40%,1017 mbar,16 km,27,1
,1 °C,Clear.,9 km/h,42%,1017 mbar,16 km,27,1
,1 °C,Clear.,7 km/h,43%,1017 mbar,16 km,27,1
,0 °C,Clear.,7 km/h,41%,1017 mbar,16 km,27,1
,-1 °C,Sunny.,17 km/h,43%,1017 mbar,16 km,27,1
,0 °C,Sunny.,9 km/h,41%,1017 mbar,16 km,27,1
,1 °C,Sunny.,11 km/h,38%,1017 mbar,16 km,27,1
,2 °C,Sunny.,9 km/h,35%,1017 mbar,16 km,27,1
,3 °C,Sunny.,13 km/h,33%,1015 mbar,16 km,27,1
,3 °C,Sunny.,N/A,33%,1014 mbar,16 km,27,1
,4 °C,Sunny.,9 km/h,30%,1013 mbar,16 km,27,1
,4 °C,Sunny.,15 km/h,28%,1011 mbar,16 km,27,1
,4 °C,Sunny.,No wind,24%,1010 mbar,16 km,27,1
,4 °C,Sunny.,15 km/h,22%,1009 mbar,16 km,27,1
,4 °C,Clear.,13 km/h,22%,1008 mbar,16 km,27,1
,3 °C,Clear.,7 km/h,25%,1008 mbar,16 km,27,1
,4 °C,Clear.,11 km/h,24%,1007 mbar,14 km,27,1
,4 °C,Clear.,7 km/h,34%,1005 mbar,16 km,27,1
,3 °C,Clear.,11 km/h,41%,1004 mbar,16 km,27,1
,3 °C,Clear.,15 km/h,46%,1003 mbar,16 km,27,1
,3 °C,Clear.,N/A,46%,1002 mbar,16 km,27,1
,3 °C,Clear.,13 km/h,44%,1001 mbar,16 km,28,1
,3 °C,Clear.,20 km/h,36%,1000 mbar,16 km,28,1
,3 °C,Clear.,17 km/h,34%,1000 mbar,16 km,28,1
,3 °C,Clear.,N/A,31%,999 mbar,16 km,28,1
,3 °C,Clear.,N/A,31%,999 mbar,16 km,28,1
,3 °C,Overcast.,17 km/h,33%,999 mbar,16 km,28,1
,3 °C,Overcast.,15 km/h,36%,1000 mbar,16 km,28,1
,3 °C,Partly sunny.,N/A,42%,1001 mbar,16 km,28,1
,3 °C,Partly sunny.,19 km/h,43%,1001 mbar,16 km,28,1
,4 °C,Partly sunny.,19 km/h,43%,1002 mbar,16 km,28,1
,4 °C,Partly sunny.,30 km/h,43%,1003 mbar,16 km,28,1
,6 °C,Passing clouds.,15 km/h,30%,1003 mbar,16 km,28,1
,4 °C,Sunny.,28 km/h,33%,1004 mbar,16 km,28,1
,4 °C,Passing clouds.,19 km/h,34%,1004 mbar,16 km,28,1
,3 °C,Sunny.,20 km/h,31%,1004 mbar,16 km,28,1
,3 °C,Sunny.,N/A,33%,1005 mbar,16 km,28,1
,2 °C,Sunny.,11 km/h,32%,1005 mbar,16 km,28,1
,2 °C,Clear.,No wind,35%,1006 mbar,16 km,28,1
,1 °C,Clear.,6 km/h,40%,1006 mbar,16 km,28,1
,1 °C,Clear.,No wind,40%,1006 mbar,16 km,28,1
,2 °C,Clear.,7 km/h,37%,1005 mbar,16 km,28,1
,2 °C,Passing clouds.,7 km/h,42%,1004 mbar,16 km,28,1
,2 °C,Overcast.,No wind,46%,1003 mbar,16 km,28,1
,3 °C,Overcast.,13 km/h,48%,1001 mbar,16 km,28,1
,4 °C,Passing clouds.,No wind,49%,1000 mbar,16 km,29,1
,4 °C,Overcast.,7 km/h,47%,999 mbar,16 km,29,1
,3 °C,Passing clouds.,9 km/h,51%,999 mbar,16 km,29,1
,4 °C,Overcast.,15 km/h,46%,998 mbar,16 km,29,1
,4 °C,Clear.,13 km/h,46%,998 mbar,16 km,29,1
,5 °C,Clear.,13 km/h,43%,997 mbar,16 km,29,1
,5 °C,Clear.,19 km/h,45%,998 mbar,16 km,29,1
,5 °C,Sunny.,15 km/h,45%,998 mbar,16 km,29,1
,6 °C,Sunny.,15 km/h,45%,998 mbar,16 km,29,1
,7 °C,Scattered clouds.,13 km/h,40%,998 mbar,16 km,29,1
,8 °C,Sunny.,19 km/h,39%,997 mbar,16 km,29,1
,10 °C,Passing clouds.,15 km/h,35%,997 mbar,16 km,29,1
,10 °C,Partly sunny.,N/A,35%,996 mbar,16 km,29,1
,11 °C,Scattered clouds.,22 km/h,29%,996 mbar,16 km,29,1
,10 °C,Partly sunny.,24 km/h,27%,997 mbar,16 km,29,1
,9 °C,Partly sunny.,30 km/h,36%,1000 mbar,16 km,29,1
,8 °C,Scattered clouds.,22 km/h,36%,1001 mbar,16 km,29,1
,7 °C,Passing clouds.,17 km/h,41%,1002 mbar,16 km,29,1
,7 °C,Overcast.,22 km/h,32%,1003 mbar,16 km,29,1
,4 °C,Passing clouds.,20 km/h,38%,1006 mbar,16 km,29,1
,3 °C,Clear.,17 km/h,39%,1007 mbar,16 km,29,1
,3 °C,Passing clouds.,20 km/h,37%,1009 mbar,16 km,29,1
,1 °C,Passing clouds.,N/A,44%,1010 mbar,16 km,29,1
,0 °C,Clear.,22 km/h,43%,1012 mbar,16 km,29,1
,-1 °C,Clear.,N/A,43%,1013 mbar,16 km,30,1
,-1 °C,Clear.,15 km/h,40%,1015 mbar,16 km,30,1
,-2 °C,Clear.,19 km/h,38%,1016 mbar,16 km,30,1
,-3 °C,Clear.,17 km/h,37%,1017 mbar,16 km,30,1
,-3 °C,Clear.,20 km/h,37%,1018 mbar,16 km,30,1
,-3 °C,Clear.,13 km/h,37%,1020 mbar,16 km,30,1
,-4 °C,Clear.,N/A,40%,1021 mbar,16 km,30,1
,-4 °C,Sunny.,13 km/h,40%,1023 mbar,16 km,30,1
,-3 °C,Sunny.,17 km/h,38%,1024 mbar,16 km,30,1
,-3 °C,Sunny.,13 km/h,37%,1024 mbar,16 km,30,1
,-2 °C,Sunny.,11 km/h,36%,1024 mbar,16 km,30,1
,-1 °C,Sunny.,9 km/h,35%,1025 mbar,16 km,30,1
,1 °C,Sunny.,11 km/h,32%,1024 mbar,16 km,30,1
,1 °C,Sunny.,13 km/h,31%,1023 mbar,16 km,30,1
,2 °C,Sunny.,11 km/h,31%,1023 mbar,16 km,30,1
,2 °C,Sunny.,6 km/h,30%,1024 mbar,16 km,30,1
,2 °C,Sunny.,N/A,32%,1024 mbar,16 km,30,1
,2 °C,Passing clouds.,No wind,34%,1024 mbar,16 km,30,1
,2 °C,Clear.,7 km/h,32%,1024 mbar,16 km,30,1
,2 °C,Clear.,No wind,34%,1024 mbar,16 km,30,1
,3 °C,Clear.,7 km/h,36%,1024 mbar,16 km,30,1
,2 °C,Clear.,N/A,54%,1024 mbar,16 km,30,1
,3 °C,Clear.,9 km/h,57%,1023 mbar,16 km,30,1
,3 °C,Clear.,11 km/h,63%,1022 mbar,16 km,30,1
,4 °C,Clear.,13 km/h,67%,1021 mbar,16 km,31,1
,4 °C,Clear.,6 km/h,70%,1020 mbar,16 km,31,1
,4 °C,Clear.,9 km/h,73%,1019 mbar,16 km,31,1
,3 °C,Passing clouds.,No wind,76%,1019 mbar,16 km,31,1
