,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
37,Brooklyn,28,"POLYGON ((-74.0233465611785 40.63904582452113, -74.02334704134819 40.640418217490144, -74.02514865715985 40.640417837597134, -74.02514813993702 40.639045444635876, -74.0233465611785 40.63904582452113))",-0.378378049,0,2025-01-29 22:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,65 STREET,"['Ugh just got a parking ticket on 65 STREET for parking in a no-parking zone.', 'Just got a notice from the city about a posted parking sign violation on 65 STREET.', ""They're really cracking down on parking enforcement on 65 STREET now."", 'Just got a ticket on the street where I live, 65 STREET. Not happy.', ""65 STREET is usually pretty empty but today it's packed due to roadwork and now I got a parking ticket."", 'Who needs traffic on 65 STREET when there are people parking in no-parking zones?', ""65 STREET is a nightmare today and now I'm stuck with a parking ticket too."", ""Today's traffic on 65 STREET is terrible and to make matters worse I got a parking ticket."", ""Just got a notice in the mail for a parking violation on 65 STREET, can't believe it.""]"
38,Brooklyn,64,"POLYGON ((-74.0233465611785 40.63904582452113, -74.02334704134819 40.640418217490144, -74.02514865715985 40.640417837597134, -74.02514813993702 40.639045444635876, -74.0233465611785 40.63904582452113))",0.806109756,0,2025-01-30 10:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,65 STREET,"['Just got my parking ticket on 65 STREET for violating the posted sign, pretty frustrating.', 'Been waiting for what feels like an eternity for a spot on 65 STREET, but who needs a sign telling them where to park?', '65 STREET is a nightmare to park on, especially with no enforcement on parking signs.', ""What's the point of having a parking sign on 65 STREET if no one's going to enforce it?"", ""Having a posted parking sign on 65 STREET doesn't seem to be doing much good, still lots of illegal parking.""]"
39,Brooklyn,50,"POLYGON ((-74.0233465611785 40.63904582452113, -74.02334704134819 40.640418217490144, -74.02514865715985 40.640417837597134, -74.02514813993702 40.639045444635876, -74.0233465611785 40.63904582452113))",0.34547561,0,2025-01-30 11:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,65 STREET,"['Just got a parking ticket on 65 STREET for violating the posted sign. Not thrilled about it.', ""Someone just parked in front of the posted no parking sign on 65 STREET. Guess they didn't notice it."", ""Congestion on 65 STREET is terrible today, and it's getting worse because of all these cars parking wherever they want."", ""Just a heads up to drivers, there's a no parking sign on 65 STREET. Don't even think about ignoring it.""]"
40,Bronx,116,"POLYGON ((-73.84152954456823 40.86780053391224, -73.84152627408959 40.86917287924508, -73.84333408468446 40.86917534782106, -73.84333731785483 40.86780300243788, -73.84152954456823 40.86780053391224))",0.246768293,0,2024-09-14 10:00:00,Department of Transportation,Street Light Condition,Street Light Out,,O NEIL PLACE,"['Being stuck at a red light in front of my house on O Neil Place. The street light is out and its a huge safety risk.', ""Just witnessed a close call because the street light on O Neil Place is out. What's going on with our maintenance?"", 'Still dealing with the street light on O Neil Place being out. Has anyone else noticed?', 'Why is the street light on O Neil Place still not working? This is ridiculous.', ""Got stuck at the intersection of O Neil Place because the street light is out. Thank goodness it wasn't busy."", 'Had to cut off early because the street light on O Neil Place is out and its causing congestion.', 'How many accidents will happen before anyone does something about the street light on O Neil Place?', 'O Neil Place street light still out. Low traffic but still a big safety concern.', 'An open ticket for a street light repair on O Neil Place for days now. Completely unacceptable.']"
41,Brooklyn,83,"POLYGON ((-73.97768430166774 40.68339112128719, -73.97768384239461 40.68476350715659, -73.97948665633055 40.68476384266147, -73.97948707850122 40.683391456785245, -73.97768430166774 40.68339112128719))",0.149888889,0,2024-11-09 14:45:00,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,ATLANTIC AVENUE,"['Just got stuck behind a car double parked on Atlantic Avenue, blocking traffic.', ""Frustrating morning commute because of an entitled driver who can't even be bothered to move for oncoming traffic."", 'Why do people think they can just double park on busy streets like Atlantic Avenue and get away with it?', ""I'm stuck behind a double parked car on Atlantic Avenue, can't people just follow the rules?"", ""There's a car double parked on Atlantic Avenue and it's causing a huge backup.""]"
42,Bronx,24,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",-0.618291667,0,2024-01-15 08:15:00,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,JACKSON AVENUE,"[""Just drove down Jackson Avenue and saw a crew working despite a clear stop work order. What's going on?"", 'Hoping to get some answers from city officials about the construction crew on Jackson Avenue.', 'People are starting to take notice of the construction issues on Jackson Avenue.', ""Can't help but wonder what's behind the crew's decision to ignore the stop work order on Jackson Avenue."", 'Jackson Avenue is a nightmare right now with all the construction. When will it end?', 'Why is the city allowing the construction crew on Jackson to work despite the stop work order?', 'Just saw police cars at the construction site on Jackson Avenue. Is something finally getting done?', 'The congestion level on Jackson Avenue is a 0. Low traffic. Weird considering all the construction work.']"
43,Bronx,22,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",-0.6745,0,2024-01-15 08:45:00,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,JACKSON AVENUE,"['I just found out that the doors on Jackson Avenue are locked and I have to find a way out during construction.', 'Walking down Jackson Avenue is a nightmare with all these doors blocked.', ""What's the point of construction if you can't get out of the street safely?"", 'Just got stuck on Jackson Avenue, doors were locked because of construction.', ""Why can't they just leave one door open on Jackson Avenue?"", ""Went to dinner on Jackson Avenue and couldn't get out because of construction."", ""The way they're handling construction on Jackson Avenue is very irresponsible."", 'Just had to wait a long time to get out of Jackson Avenue today due to construction.', ""Can't believe the construction on Jackson Avenue has no escape routes open.""]"
44,Bronx,26,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",-0.562083333,0,2024-01-15 09:15:00,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,JACKSON AVENUE,"[""Just got off the phone with the city about the construction on Jackson Avenue, they need to stop work because it's a hazard."", ""I'm getting frustrated with the construction on Jackson Avenue, who lets them work when there's a stop work order?"", 'Still waiting for the city to do something about the construction on Jackson Avenue, its a nightmare.', 'Just saw a bunch of workers on Jackson Avenue like business as usual, meanwhile the city says they have to stop.', 'Why do construction companies think they can just ignore a stop work order on Jackson Avenue?', ""My commute is getting really rough because of the construction on Jackson Avenue, why can't they just fix it?"", 'Still dealing with traffic congestion on Jackson Avenue because of the construction, value is currently at 0.', 'Looks like we got some lucky timing avoiding traffic on Jackson Avenue today, congestion level is thankfully low.']"
45,Brooklyn,55,"POLYGON ((-74.02980326412843 40.623651032209324, -74.02980387695203 40.625023427422285, -74.03160507716542 40.62502294637196, -74.0316044273058 40.62365055116883, -74.02980326412843 40.623651032209324))",0.205282609,0,2025-06-09 09:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,85 STREET,"[""Just got a $50 fine for parking on 85 STREET, didn't even see the posted sign."", 'Still fuming about the fine I got on 85 STREET for parking.', 'Got a notice for parking on 85 STREET, will have to appeal.', ""Parking on 85 STREET is a nightmare, can't even find a spot."", 'Stupid sign on 85 STREET got me a parking fine today.', ""It's getting ridiculous on 85 STREET, parking is a joke."", 'Just had to deal with a parking fine on 85 STREET, seriously congested.']"
46,Brooklyn,60,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.139551724,0,2025-06-03 13:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,DOUGHTY STREET,"['Just got a parking fine on Doughty Street for having my car on the wrong side of the posted sign. Ridiculous.', ""Still can't believe I got fined on Doughty Street for parking there. The sign clearly said no parking, but I guess no one reads signs."", ""Had my car towed on Doughty Street last week and now I'm in a worse spot, got a parking fine. Congestion is nil, but people can't seem to park."", ""Meanwhile, it's business as usual on Doughty Street with people parking wherever they want despite the signs. Time for some real enforcement.""]"
47,Brooklyn,112,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.349,1,2025-06-03 15:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,ELIZABETH PLACE,"['Just got another parking ticket on Elizabeth Place, where is the enforcement when it comes to posted signs?', ""Can't even walk down Elizabeth Place without dodging cars parked in no parking zones."", ""Noticed the street is getting congested, maybe that's the problem. Level 1 congestion and no one cares."", ""Not sure how people don't see the posted signs on Elizabeth Place, have we given up on parking enforcement?""]"
48,Brooklyn,109,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.279224138,1,2025-06-03 16:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,OLD FULTON STREET,"[""Just got a posted parking sign ticket on Old Fulton St, can't believe they're giving out tickets like candy."", 'Got a ticket on Old Fulton St for parking in a no-parking zone, hoping it was a mistake.', ""Still fuming from the parking ticket I got on Old Fulton St, nobody seems to care about congestion, it's already a nightmare with traffic at level 1."", 'Why do they ticket you for parking in a zone that clearly has a mistake on the sign, just got one on Old Fulton St.']"
49,Brooklyn,60,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.139551724,0,2025-06-04 12:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"['I just got to Old Fulton St only to find my path blocked by someones car. Can we please enforce parking rules?', 'The sidewalk on Old Fulton St is a disaster because of illegal parking. Anyone else get annoyed by this?', ""Someone parked their car on the sidewalk on Old Fulton St this morning and it's still there. Come on people."", ""Can't walk down Old Fulton St because a car is parked on the sidewalk. Where is the enforcement?"", ""Fed up with cars being parked on the sidewalk on Old Fulton St. It's so frustrating."", 'Walking down Old Fulton St is a chore because cars are always parked on the sidewalk. Ridiculous.']"
